,id_x,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,renov_yr_clean,view_ord,condition_ord,grade_ord,age,id_y,latitude,longitude,airbnb_avg_price,house_price,profit,profitable?,#,Location,City,Population,Avg. Income/H/hold,National Rank
30,3810000565,2014-07-02,4,2.0,2430,8960,1.0,0,1430,1000.0,1960,0.0,98178,47.4979,-122.232,2430,8960,1960.0,0.0,2.0,4.0,55,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,255000.0,22928.054549418972,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
31,1180500070,2014-11-24,4,2.5,2330,7050,2.0,0,2330,0.0,1998,0.0,98178,47.5001,-122.231,1810,5424,1998.0,0.0,2.0,5.0,17,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,335000.0,16991.224221546585,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
32,179000350,2014-11-05,3,1.5,1010,5000,1.0,0,1010,0.0,1943,0.0,98178,47.4925,-122.278,980,5000,1943.0,0.0,2.0,3.0,72,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,194000.0,27454.88767442167,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
33,3810000202,2014-09-05,3,2.25,1810,11800,1.0,0,1240,570.0,1977,0.0,98178,47.4997,-122.231,1810,5641,1977.0,0.0,2.0,4.0,38,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,251700.0,23172.948800443708,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
34,4058802105,2014-09-04,3,1.0,1450,6776,1.0,0,1450,0.0,1952,0.0,98178,47.5056,-122.244,1680,7200,1952.0,0.0,2.0,4.0,63,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,150000.0,30720.14435475148,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
35,2976800550,2015-04-14,3,1.5,1130,7200,1.0,0,1130,0.0,1954,0.0,98178,47.5041,-122.253,1130,7200,1954.0,0.0,2.0,4.0,61,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,280005.0,21072.42402006336,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
36,3810000465,2014-05-20,2,1.0,1770,5522,1.5,0,960,810.0,1943,0.0,98178,47.4974,-122.231,1830,7378,1943.0,0.0,3.0,4.0,72,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,243000.0,23818.579098599832,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
37,7129300400,2014-08-14,6,2.0,2350,6554,2.0,0,2000,350.0,1905,0.0,98178,47.5115,-122.256,1560,6554,1905.0,1.0,2.0,5.0,110,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,400000.0,12167.549580150273,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
38,7878400135,2014-11-20,3,2.25,2550,9674,1.0,0,1850,700.0,1959,0.0,98178,47.4856,-122.247,2240,9674,1959.0,0.0,2.0,4.0,56,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,355000.0,15507.01663957849,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
39,7887200390,2014-09-26,3,1.0,1320,9520,1.0,0,990,330.0,1953,0.0,98178,47.4857,-122.253,1460,10610,1953.0,0.0,2.0,4.0,62,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,294000.0,20033.849764581184,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
40,179003055,2014-11-13,3,1.0,1200,7500,1.0,0,1200,0.0,1905,1989.0,98178,47.4921,-122.275,1010,7000,1989.0,0.0,2.0,3.0,110,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,210000.0,26267.52160884719,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
41,3352400004,2015-01-29,2,1.0,720,5880,1.0,0,720,0.0,1940,0.0,98178,47.5056,-122.27,1440,7200,1940.0,0.0,2.0,3.0,75,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,184500.0,28159.886275856512,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
42,3352401981,2014-05-21,4,2.0,2030,8120,2.0,0,2030,0.0,1950,0.0,98178,47.4994,-122.261,1520,9440,1950.0,0.0,2.0,4.0,65,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,199000.0,27083.835778929642,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
43,393000045,2014-12-26,5,1.75,3700,9140,1.0,0,1850,1850.0,1957,0.0,98178,47.5086,-122.258,2190,6720,1957.0,0.0,2.0,5.0,58,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,415000.0,11054.393893674202,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
44,2144800215,2014-05-19,4,1.75,2080,13629,1.0,0,1040,1040.0,1955,0.0,98178,47.4866,-122.232,1780,14659,1955.0,0.0,3.0,4.0,60,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,285000.0,20701.743176466825,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
45,5476200123,2014-07-10,4,2.0,2090,6630,1.0,0,1070,1020.0,1974,0.0,98178,47.5077,-122.268,1550,7980,1974.0,0.0,2.0,4.0,41,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,200000.0,27009.62539983124,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
46,8073000495,2014-10-10,2,1.0,1160,17635,1.0,1,1160,0.0,1945,0.0,98178,47.5117,-122.248,1510,13122,1945.0,4.0,2.0,3.0,70,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,700000.0,-10095.564149371166,0,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
47,3800008,2015-02-24,5,1.5,1990,18200,1.0,0,1990,0.0,1960,0.0,98178,47.4938,-122.262,1860,8658,1960.0,0.0,2.0,4.0,55,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,178000.0,28642.253739996144,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
48,2172000750,2014-05-27,2,1.0,1180,9350,1.0,0,1180,0.0,1918,0.0,98178,47.4889,-122.259,1780,9306,1918.0,0.0,2.0,3.0,97,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,160000.0,29978.040563767427,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
49,7813200115,2014-09-04,2,1.0,790,6426,1.0,0,790,0.0,1944,0.0,98178,47.4933,-122.245,1380,6946,1944.0,0.0,2.0,3.0,71,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,100000.0,34430.66330967172,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
50,4058801240,2014-10-28,3,2.25,1620,7150,1.0,0,1280,340.0,1950,0.0,98178,47.5048,-122.241,1620,6930,1950.0,2.0,3.0,4.0,65,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,330000.0,17362.27611703861,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
51,9282801720,2015-03-19,4,1.5,2020,6000,1.0,0,1010,1010.0,1953,0.0,98178,47.5019,-122.235,1710,6000,1953.0,0.0,3.0,4.0,62,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,355000.0,15507.01663957849,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
52,3352402250,2014-10-21,2,1.0,700,3180,1.0,0,480,220.0,1951,0.0,98178,47.4976,-122.262,1760,6360,1951.0,0.0,2.0,3.0,64,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,119900.0,32953.87676561346,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
53,7657000165,2014-07-30,4,1.0,1070,7467,1.5,0,1070,0.0,1944,0.0,98178,47.4942,-122.235,1160,7467,1944.0,0.0,2.0,4.0,71,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,200000.0,27009.62539983124,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
54,561000300,2014-06-23,3,3.75,1950,8625,1.0,0,1360,590.0,1959,0.0,98178,47.505,-122.258,1950,6670,1959.0,0.0,2.0,5.0,56,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,345100.0,16241.6993926527,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
55,399000195,2014-10-20,3,1.0,960,7500,1.0,0,960,0.0,1953,0.0,98178,47.4966,-122.255,1250,6000,1953.0,0.0,2.0,3.0,62,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,200000.0,27009.62539983124,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
56,3348401584,2014-08-21,3,1.75,1400,7300,2.0,0,1400,0.0,1948,0.0,98178,47.4999,-122.268,1440,10825,1948.0,0.0,2.0,3.0,67,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,210000.0,26267.52160884719,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
57,1159100100,2014-06-20,3,2.25,1940,11612,1.0,0,1100,840.0,1981,0.0,98178,47.5018,-122.23,2180,8954,1981.0,0.0,3.0,5.0,34,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,359950.0,15139.675263041387,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
58,8073000265,2014-09-18,3,2.0,1960,8846,1.0,0,980,980.0,1940,0.0,98178,47.5101,-122.246,2190,6363,1940.0,3.0,3.0,3.0,75,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,360000.0,15135.964744086468,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
59,399000025,2015-04-15,3,1.0,1360,5967,1.0,0,1360,0.0,1954,0.0,98178,47.4973,-122.256,1360,6052,1954.0,0.0,2.0,3.0,61,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,265000.0,22185.950758434923,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
60,9368700031,2014-05-09,2,1.0,720,18000,1.0,0,720,0.0,1950,0.0,98178,47.5054,-122.261,1250,7925,1950.0,0.0,2.0,3.0,65,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,195000.0,27380.67729532326,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
61,1180500100,2014-09-24,4,2.75,1920,4627,1.0,0,1010,910.0,1998,0.0,98178,47.5003,-122.23,1910,7210,1998.0,0.0,2.0,5.0,17,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,353000.0,15655.437397775298,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
62,3991400080,2014-12-16,3,1.75,2430,8820,1.0,0,1630,800.0,1977,0.0,98178,47.4972,-122.233,2390,10050,1977.0,2.0,2.0,5.0,38,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,499900.0,4753.932708219632,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
63,3352402195,2014-07-16,3,1.0,890,7110,1.0,0,890,0.0,1957,0.0,98178,47.4971,-122.261,1100,8375,1957.0,0.0,2.0,3.0,58,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,169000.0,29310.147151881785,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
64,2328800130,2014-12-17,3,1.75,1900,7680,1.0,0,1260,640.0,1959,0.0,98178,47.5081,-122.266,2000,7740,1959.0,0.0,2.0,4.0,56,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,220000.0,25525.41781786314,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
65,9282801950,2014-08-18,4,1.0,1210,6000,1.5,0,1210,0.0,1943,0.0,98178,47.5026,-122.234,1470,6000,1943.0,2.0,2.0,4.0,72,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,279000.0,21147.005451057255,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
66,3348401319,2014-05-12,5,3.0,2480,10090,1.0,0,1300,1180.0,2004,0.0,98178,47.4964,-122.263,2290,9900,2004.0,0.0,2.0,4.0,11,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,372500.0,14208.335005356406,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
67,8068000585,2014-08-27,2,1.0,880,5600,1.0,0,880,0.0,1955,0.0,98178,47.5071,-122.265,1240,7015,1955.0,0.0,4.0,4.0,60,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,235000.0,24412.26213138707,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
68,623059016,2014-07-17,4,3.25,3190,11774,2.0,1,2610,580.0,1956,1991.0,98178,47.5033,-122.225,2240,8725,1991.0,4.0,2.0,5.0,59,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,1100000.0,-39779.71578873309,0,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
69,7129300420,2014-12-02,3,1.75,1040,5650,1.0,0,1040,0.0,1951,0.0,98178,47.5111,-122.256,1290,5650,1951.0,0.0,4.0,3.0,64,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,258000.0,22705.42341212376,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
70,4060000440,2015-02-04,3,1.0,880,6050,1.0,0,880,0.0,1945,0.0,98178,47.4995,-122.248,1130,6050,1945.0,0.0,2.0,3.0,70,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,241000.0,23966.99985679664,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
71,185000161,2014-10-15,3,1.0,1780,7800,1.0,0,1060,720.0,1957,0.0,98178,47.4932,-122.263,1450,7800,1957.0,0.0,2.0,4.0,58,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,261000.0,22482.792274828545,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
72,7878400022,2015-05-06,4,2.25,3060,7920,1.0,0,1530,1530.0,1965,0.0,98178,47.4879,-122.245,1850,7800,1965.0,0.0,2.0,4.0,50,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,390000.0,12909.653371134322,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
73,4141680190,2014-08-07,3,2.5,2320,5760,1.0,0,1480,840.0,1987,0.0,98178,47.504,-122.248,1660,5762,1987.0,0.0,2.0,4.0,28,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,375000.0,14022.809057610393,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
74,3810000020,2015-03-18,4,1.5,1440,8680,1.5,0,1440,0.0,1922,0.0,98178,47.502,-122.228,1440,9000,1922.0,0.0,2.0,4.0,93,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,352000.0,15729.647776873706,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
75,4058801310,2014-10-09,2,1.0,930,6900,1.0,0,930,0.0,1952,0.0,98178,47.506,-122.242,1910,7194,1952.0,2.0,2.0,4.0,63,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,287000.0,20553.322418270018,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
76,8068000305,2014-11-04,3,1.0,1150,10000,1.0,0,1000,150.0,1951,0.0,98178,47.5075,-122.262,1340,10000,1951.0,0.0,2.0,3.0,64,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,241000.0,23966.99985679664,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
77,8067000020,2014-06-11,5,3.5,2100,5107,2.0,0,1410,690.0,1999,0.0,98178,47.5108,-122.257,1410,5650,1999.0,0.0,2.0,4.0,16,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,295000.0,19959.63938548278,1,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
78,4058801702,2015-02-06,4,2.5,4940,10037,1.0,0,3450,1490.0,1953,0.0,98178,47.5095,-122.247,2430,9272,1953.0,4.0,2.0,6.0,62,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,800000.0,-17516.602059211655,0,154,"47.496558, -122.251473","Seattle, Washington",21860,47461,"#6,983"
