,id_x,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,renov_yr_clean,view_ord,condition_ord,grade_ord,age,id_y,latitude,longitude,airbnb_avg_price,house_price
40,179003055,2014-11-13,3,1.0,1200,7500,1.0,0,1200,0.0,1905,1989.0,98178,47.4921,-122.275,1010,7000,1989.0,0.0,2.0,3.0,110,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,210000.0
41,3352400004,2015-01-29,2,1.0,720,5880,1.0,0,720,0.0,1940,0.0,98178,47.5056,-122.27,1440,7200,1940.0,0.0,2.0,3.0,75,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,184500.0
42,3352401981,2014-05-21,4,2.0,2030,8120,2.0,0,2030,0.0,1950,0.0,98178,47.4994,-122.261,1520,9440,1950.0,0.0,2.0,4.0,65,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,199000.0
43,393000045,2014-12-26,5,1.75,3700,9140,1.0,0,1850,1850.0,1957,0.0,98178,47.5086,-122.258,2190,6720,1957.0,0.0,2.0,5.0,58,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,415000.0
44,2144800215,2014-05-19,4,1.75,2080,13629,1.0,0,1040,1040.0,1955,0.0,98178,47.4866,-122.232,1780,14659,1955.0,0.0,3.0,4.0,60,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,285000.0
45,5476200123,2014-07-10,4,2.0,2090,6630,1.0,0,1070,1020.0,1974,0.0,98178,47.5077,-122.268,1550,7980,1974.0,0.0,2.0,4.0,41,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,200000.0
46,8073000495,2014-10-10,2,1.0,1160,17635,1.0,1,1160,0.0,1945,0.0,98178,47.5117,-122.248,1510,13122,1945.0,4.0,2.0,3.0,70,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,700000.0
47,3800008,2015-02-24,5,1.5,1990,18200,1.0,0,1990,0.0,1960,0.0,98178,47.4938,-122.262,1860,8658,1960.0,0.0,2.0,4.0,55,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,178000.0
48,2172000750,2014-05-27,2,1.0,1180,9350,1.0,0,1180,0.0,1918,0.0,98178,47.4889,-122.259,1780,9306,1918.0,0.0,2.0,3.0,97,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,160000.0
49,7813200115,2014-09-04,2,1.0,790,6426,1.0,0,790,0.0,1944,0.0,98178,47.4933,-122.245,1380,6946,1944.0,0.0,2.0,3.0,71,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,100000.0
50,4058801240,2014-10-28,3,2.25,1620,7150,1.0,0,1280,340.0,1950,0.0,98178,47.5048,-122.241,1620,6930,1950.0,2.0,3.0,4.0,65,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,330000.0
51,9282801720,2015-03-19,4,1.5,2020,6000,1.0,0,1010,1010.0,1953,0.0,98178,47.5019,-122.235,1710,6000,1953.0,0.0,3.0,4.0,62,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,355000.0
52,3352402250,2014-10-21,2,1.0,700,3180,1.0,0,480,220.0,1951,0.0,98178,47.4976,-122.262,1760,6360,1951.0,0.0,2.0,3.0,64,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,119900.0
53,7657000165,2014-07-30,4,1.0,1070,7467,1.5,0,1070,0.0,1944,0.0,98178,47.4942,-122.235,1160,7467,1944.0,0.0,2.0,4.0,71,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,200000.0
54,561000300,2014-06-23,3,3.75,1950,8625,1.0,0,1360,590.0,1959,0.0,98178,47.505,-122.258,1950,6670,1959.0,0.0,2.0,5.0,56,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,345100.0
55,399000195,2014-10-20,3,1.0,960,7500,1.0,0,960,0.0,1953,0.0,98178,47.4966,-122.255,1250,6000,1953.0,0.0,2.0,3.0,62,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,200000.0
56,3348401584,2014-08-21,3,1.75,1400,7300,2.0,0,1400,0.0,1948,0.0,98178,47.4999,-122.268,1440,10825,1948.0,0.0,2.0,3.0,67,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,210000.0
57,1159100100,2014-06-20,3,2.25,1940,11612,1.0,0,1100,840.0,1981,0.0,98178,47.5018,-122.23,2180,8954,1981.0,0.0,3.0,5.0,34,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,359950.0
58,8073000265,2014-09-18,3,2.0,1960,8846,1.0,0,980,980.0,1940,0.0,98178,47.5101,-122.246,2190,6363,1940.0,3.0,3.0,3.0,75,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,360000.0
59,399000025,2015-04-15,3,1.0,1360,5967,1.0,0,1360,0.0,1954,0.0,98178,47.4973,-122.256,1360,6052,1954.0,0.0,2.0,3.0,61,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,265000.0
60,9368700031,2014-05-09,2,1.0,720,18000,1.0,0,720,0.0,1950,0.0,98178,47.5054,-122.261,1250,7925,1950.0,0.0,2.0,3.0,65,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,195000.0
61,1180500100,2014-09-24,4,2.75,1920,4627,1.0,0,1010,910.0,1998,0.0,98178,47.5003,-122.23,1910,7210,1998.0,0.0,2.0,5.0,17,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,353000.0
62,3991400080,2014-12-16,3,1.75,2430,8820,1.0,0,1630,800.0,1977,0.0,98178,47.4972,-122.233,2390,10050,1977.0,2.0,2.0,5.0,38,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,499900.0
63,3352402195,2014-07-16,3,1.0,890,7110,1.0,0,890,0.0,1957,0.0,98178,47.4971,-122.261,1100,8375,1957.0,0.0,2.0,3.0,58,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,169000.0
64,2328800130,2014-12-17,3,1.75,1900,7680,1.0,0,1260,640.0,1959,0.0,98178,47.5081,-122.266,2000,7740,1959.0,0.0,2.0,4.0,56,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,220000.0
65,9282801950,2014-08-18,4,1.0,1210,6000,1.5,0,1210,0.0,1943,0.0,98178,47.5026,-122.234,1470,6000,1943.0,2.0,2.0,4.0,72,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,279000.0
66,3348401319,2014-05-12,5,3.0,2480,10090,1.0,0,1300,1180.0,2004,0.0,98178,47.4964,-122.263,2290,9900,2004.0,0.0,2.0,4.0,11,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,372500.0
67,8068000585,2014-08-27,2,1.0,880,5600,1.0,0,880,0.0,1955,0.0,98178,47.5071,-122.265,1240,7015,1955.0,0.0,4.0,4.0,60,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,235000.0
68,623059016,2014-07-17,4,3.25,3190,11774,2.0,1,2610,580.0,1956,1991.0,98178,47.5033,-122.225,2240,8725,1991.0,4.0,2.0,5.0,59,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,1100000.0
69,7129300420,2014-12-02,3,1.75,1040,5650,1.0,0,1040,0.0,1951,0.0,98178,47.5111,-122.256,1290,5650,1951.0,0.0,4.0,3.0,64,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,258000.0
70,4060000440,2015-02-04,3,1.0,880,6050,1.0,0,880,0.0,1945,0.0,98178,47.4995,-122.248,1130,6050,1945.0,0.0,2.0,3.0,70,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,241000.0
71,185000161,2014-10-15,3,1.0,1780,7800,1.0,0,1060,720.0,1957,0.0,98178,47.4932,-122.263,1450,7800,1957.0,0.0,2.0,4.0,58,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,261000.0
72,7878400022,2015-05-06,4,2.25,3060,7920,1.0,0,1530,1530.0,1965,0.0,98178,47.4879,-122.245,1850,7800,1965.0,0.0,2.0,4.0,50,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,390000.0
73,4141680190,2014-08-07,3,2.5,2320,5760,1.0,0,1480,840.0,1987,0.0,98178,47.504,-122.248,1660,5762,1987.0,0.0,2.0,4.0,28,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,375000.0
74,3810000020,2015-03-18,4,1.5,1440,8680,1.5,0,1440,0.0,1922,0.0,98178,47.502,-122.228,1440,9000,1922.0,0.0,2.0,4.0,93,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,352000.0
75,4058801310,2014-10-09,2,1.0,930,6900,1.0,0,930,0.0,1952,0.0,98178,47.506,-122.242,1910,7194,1952.0,2.0,2.0,4.0,63,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,287000.0
76,8068000305,2014-11-04,3,1.0,1150,10000,1.0,0,1000,150.0,1951,0.0,98178,47.5075,-122.262,1340,10000,1951.0,0.0,2.0,3.0,64,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,241000.0
77,8067000020,2014-06-11,5,3.5,2100,5107,2.0,0,1410,690.0,1999,0.0,98178,47.5108,-122.257,1410,5650,1999.0,0.0,2.0,4.0,16,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,295000.0
78,4058801702,2015-02-06,4,2.5,4940,10037,1.0,0,3450,1490.0,1953,0.0,98178,47.5095,-122.247,2430,9272,1953.0,4.0,2.0,6.0,62,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,800000.0
79,9368700006,2015-03-24,5,1.75,2230,7560,1.0,0,1230,1000.0,1959,0.0,98178,47.5055,-122.26,1380,6570,1959.0,0.0,2.0,4.0,56,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,375000.0
80,1180008315,2014-07-15,3,1.0,1040,6800,1.0,0,1040,0.0,1951,0.0,98178,47.492,-122.224,1430,6080,1951.0,0.0,4.0,3.0,64,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,212000.0
81,3810000480,2014-09-19,3,1.75,2010,6150,2.0,0,2010,0.0,1939,0.0,98178,47.4975,-122.231,1770,7380,1939.0,0.0,4.0,4.0,76,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,350000.0
82,4327600010,2015-02-02,3,3.0,1790,13350,1.0,0,1190,600.0,1988,0.0,98178,47.4958,-122.262,1740,10624,1988.0,0.0,2.0,4.0,27,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,336000.0
83,3878900185,2014-10-22,3,1.5,1640,5650,1.0,0,1640,0.0,1952,0.0,98178,47.50899999999999,-122.251,1640,5650,1952.0,0.0,2.0,5.0,63,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,303100.0
84,8069000216,2014-07-22,3,2.0,1690,10062,1.0,0,940,750.0,1928,0.0,98178,47.5102,-122.241,2390,6650,1928.0,2.0,4.0,4.0,87,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,356200.0
85,7657000225,2014-07-19,3,1.0,860,7467,1.0,0,860,0.0,1944,0.0,98178,47.4947,-122.237,1280,7467,1944.0,0.0,2.0,3.0,71,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,205000.0
86,4058200630,2014-10-02,3,1.75,2190,7021,1.0,0,1390,800.0,1953,0.0,98178,47.5033,-122.232,2180,7155,1953.0,2.0,3.0,4.0,62,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,353000.0
87,7130300170,2015-03-26,4,2.75,3160,8429,1.0,0,1620,1540.0,1982,0.0,98178,47.511,-122.251,1760,6780,1982.0,3.0,3.0,4.0,33,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,552000.0
88,6706200130,2015-04-15,3,1.75,2210,7920,1.0,0,1400,810.0,1966,0.0,98178,47.4968,-122.237,2220,7920,1966.0,0.0,2.0,4.0,49,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,343000.0
89,1823059106,2015-04-28,3,1.75,2110,15400,1.0,0,1380,730.0,1963,0.0,98178,47.4861,-122.226,2110,9800,1963.0,0.0,2.0,4.0,52,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,288250.0
90,3352400330,2015-03-27,2,1.0,1810,10360,1.0,0,1010,800.0,1946,0.0,98178,47.5039,-122.266,1810,10360,1946.0,0.0,2.0,3.0,69,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,216000.0
91,3810000455,2014-09-08,4,2.25,2060,8400,1.0,0,1300,760.0,1960,0.0,98178,47.4984,-122.23,1990,7383,1960.0,0.0,2.0,4.0,55,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,340000.0
92,4136800205,2015-02-19,2,2.0,750,6553,1.5,0,750,0.0,1945,0.0,98178,47.4982,-122.221,1140,7500,1945.0,2.0,2.0,4.0,70,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,258000.0
93,4058200985,2014-09-11,3,1.75,2180,7200,1.0,0,1090,1090.0,1954,0.0,98178,47.5044,-122.235,2180,7140,1954.0,3.0,3.0,5.0,61,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,472000.0
94,7812800865,2014-11-19,2,1.0,810,9882,1.0,0,810,0.0,1944,0.0,98178,47.4925,-122.239,950,7200,1944.0,0.0,2.0,3.0,71,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,170000.0
95,7657600195,2014-11-05,3,1.0,1340,7260,1.5,0,1340,0.0,1944,0.0,98178,47.4934,-122.237,1210,7260,1944.0,0.0,2.0,3.0,71,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,199950.0
96,1180000625,2014-10-29,4,2.5,1950,3225,2.0,0,1950,0.0,2002,0.0,98178,47.5014,-122.226,1980,3225,2002.0,0.0,2.0,4.0,13,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,315000.0
97,7812801115,2014-06-13,3,1.0,1270,6405,1.5,0,1270,0.0,1944,0.0,98178,47.4959,-122.241,1110,6405,1944.0,0.0,2.0,3.0,71,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,153000.0
98,9282800065,2015-03-29,3,1.75,1190,6000,1.0,0,1190,0.0,1952,0.0,98178,47.5026,-122.236,1200,6000,1952.0,0.0,2.0,4.0,63,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,203000.0
99,3348401095,2015-04-27,4,1.75,2090,6485,1.0,0,1280,810.0,1956,0.0,98178,47.4958,-122.265,2190,9600,1956.0,0.0,2.0,4.0,59,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,210000.0
100,3878900815,2015-05-04,3,2.25,2470,5650,1.0,0,1550,920.0,1973,0.0,98178,47.5072,-122.252,1660,5650,1973.0,2.0,2.0,4.0,42,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,361000.0
101,8068000730,2014-06-25,4,2.0,1780,5336,1.5,0,930,0.0,1918,0.0,98178,47.5094,-122.263,1910,10304,1918.0,0.0,4.0,3.0,97,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,315000.0
102,9218400088,2014-11-19,5,1.0,1810,11205,1.5,0,1810,0.0,1915,0.0,98178,47.5099,-122.262,1860,7965,1915.0,2.0,2.0,4.0,100,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,495000.0
103,2144800615,2014-06-25,1,0.75,930,29258,1.0,0,930,0.0,1941,0.0,98178,47.4837,-122.236,2000,18321,1941.0,0.0,2.0,3.0,74,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,190000.0
104,2520900301,2014-10-22,3,1.0,1070,5750,1.0,0,1070,0.0,1952,0.0,98178,47.5071,-122.255,1420,6500,1952.0,0.0,2.0,4.0,63,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,239300.0
105,2172000846,2014-06-19,4,2.0,2080,13510,1.0,0,1040,1040.0,1950,0.0,98178,47.4918,-122.258,2010,11625,1950.0,0.0,2.0,4.0,65,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,248000.0
106,7657600025,2015-02-19,3,1.0,1180,7068,1.0,0,1180,0.0,1944,0.0,98178,47.4947,-122.238,1180,7068,1944.0,0.0,2.0,3.0,71,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,289900.0
107,7812800515,2014-10-25,4,1.5,1580,6200,1.0,0,790,790.0,1944,0.0,98178,47.4971,-122.24,1320,6499,1944.0,0.0,2.0,3.0,71,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,159075.0
108,7689600650,2014-09-17,3,3.0,2240,11536,2.0,0,2240,0.0,1943,0.0,98178,47.4886,-122.245,1650,8760,1943.0,0.0,2.0,4.0,72,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,323500.0
109,4058801225,2014-12-02,4,1.75,1820,6930,1.0,0,1320,500.0,1952,0.0,98178,47.5053,-122.242,1820,6825,1952.0,2.0,3.0,4.0,63,7.34567955964521e+16,47.50040313507787,-122.2437512526704,170.1219512195122,350000.0
